freq,gV
1.18850222743702,-20.8997817260832
1.53992652605949,-14.9905405070519
1.67880401812256,-9.08129928802069
5.15822165072305,-6.79375650493298
5.62341325190348,-4.50621372184528
11.2201845430196,-2.8265965936717
12.2320711904993,-1.14697946549813
15.8489319246111,-0.886504988201377
17.2782598050786,-0.626030510904625
22.3872113856834,0.591458303085593
24.4061906804198,1.80894711707581
26.6072505979881,1.89784383899925
29.0068119869315,1.9867405609227
31.6227766016837,3.22430983324759
34.4746606573149,4.46187910557248
37.5837404288444,4.79430315018417
40.9732109813541,5.12672719479585
44.6683592150962,5.75821053643755
48.6967525165862,6.83143996886604
53.0884444230987,7.70769408509969
57.876198834912,8.32846036998581
63.0957344480192,8.8583232362992
68.7859912308806,8.97356718617321
74.9894209332454,8.42531999326459
81.7523037943648,7.63973383057671
89.1250938133743,7.30151609426347
97.1627951577104,7.65633599501587
105.925372517729,7.13019421403663
115.478198468946,7.01574601839184
125.892541179416,5.92427892110723
137.246096100756,4.82629173126833
149.623565609443,3.85883171312068
163.117290922783,2.88025494392442
177.827941003892,1.95185012093544
193.86526359522,1.28870260246499
211.348903983664,0.942382444391569
230.409297605584,0.834552519663944
251.188643150957,0.580091631267924
273.841963426435,0.40392054266345
298.538261891795,0.564064408582263
325.461783498045,0.296440911516696
354.813389233574,0.368599261847044
386.812054633051,0.340910235325325
421.696503428581,0.55225314894008
459.726988530871,0.357689783325421
501.187233627271,0.235890969049113
546.386549881852,0.25539408285914
595.662143529009,0.035967788640942
649.381631576209,0.0419053575914627
707.945784384136,1.02061751393927
771.79151558501,1.99763358576749
841.395141645192,2.55649230858171
917.275935389776,2.34779955416696
999.999999999997,1.99058002991267
1090.18449238512,2.22611036863191
1188.50222743701,2.19756360543366
1295.68669751701,2.18169908332951
1412.53754462275,1.69189806382728
1539.92652605949,1.30617939988437
1678.80401812255,0.824991325057504
1830.20610631105,0.0541811499483488
1995.26231496887,1.13038941493023
2175.20403401951,1.42137648780979
2371.37370566165,0.726480591882482
2585.23483956218,1.37624720713478
2818.38293126444,0.687008944682459
3072.55736526743,0.0757291168247907
3349.65439157826,-2.38408689063007
3651.74127254836,-0.931200516348316
3981.07170553496,0.376752955287819
4340.10263644742,2.30320317972469
4731.51258961479,3.15296558650203
5158.22165072304,4.07584028163668
5623.41325190347,4.66340412306299
6130.55792149818,5.01568612185486
6683.43917568612,5.65509332674414
7286.18174513225,6.14645752231744
7943.28234724278,6.43944143802021
8659.64323360062,7.05091851289077
9440.6087628592,7.67728181901529
10292.0052719442,8.50118645833091
11220.1845430196,9.27426301883363
12232.0711904993,9.79640577984647
13335.2143216332,9.38129813040643
14537.8438560766,8.55659951610233
15848.9319246111,3.96150426284458
17278.2598050786,0.942780546309866
18836.4908948979,-0.599384744270588
20535.2502645714,-1.42460987459928
22387.2113856833,-1.65744880479817